Y
60015596,0
44096420,0
198327410,0
146170646,0
281273876,0
97732148,0
66384842,0
139994522,0
172617932,0
239645792,0
174242636,0
106278242,0
229052432,0
148708118,0
443280658,0
108907136,0
73947200,0
220484912,0
279112172,0
93786638,0
183168242,0
350272816,0
298482848,0
373163554,0
182262998,0
41946296,0
247828826,0
168988004,0
162575090,0
158971844,0
40379138,0
361966306,0
221809862,0
402010360,0
247069838,0
406804618,0
129762164,0
189221300,0
160298486,0
63009302,0
210705554,0
404314018,0
56834540,0
132378506,0
307245988,0
181316186,0
174708362,0
218938442,0
286632848,0
68188646,0
187718510,0
196028354,0
255467540,0
129232466,0
320815450,0
223526762,0
41957402,0
176904932,0
211863134,0
241912898,0
38962292,0
106454150,0
220113950,0
104001380,0
68174738,0
29506904,0
275021414,0
115044620,0
363279208,0
196894190,0
281985098,0
282706052,0
123536000,0
170311856,0
178799486,0
352661698,0
166324700,0
191244410,0
28863878,0
422038210,0
178639988,0
159119354,0
15004046,0
87462380,0
22979522,0
135031376,0
102541982,0
238553804,0
35313350,0
75804092,0
359019238,0
147956120,0
52030898,0
93653834,0
79199492,0
164321546,0
210078314,0
48197678,0
104025470,0
363841450,0
144052856,0
144389618,0
167091866,0
180526880,0
108567122,0
98590616,0
57821690,0
128618318,0
334949338,0
179861804,0
183197306,0
37093676,0
99632264,0
131056232,0
72859484,0
92316920,0
197740532,0
108473594,0
49536812,0
171508946,0
63826154,0
117303374,0
188833766,0
159363434,0
67230926,0
126531578,0
166308908,0
307948462,0
119210948,0
228172280,0
56265110,0
113906318,0
179966066,0
184941608,0
188745710,0
148263656,0
84418766,0
347306968,0
75894104,0
178469030,0
323148220,0
258412070,0
47294180,0
284144030,0
198822980,0
82034078,0
271987652,0
112903730,0
419069296,0
278752790,0
53253860,0
87032726,0
360757126,0
383738176,0
231842762,0
295498640,0
52004678,0
160678196,0
196060202,0
60917012,0
293200922,0
286066538,0
185765402,0
89376272,0
86202416,0
73609478,0
49806524,0
277706216,0
360845650,0
140916842,0
377257846,0
161693138,0
419801926,0
81795224,0
89134424,0
97629908,0
264527768,0
235232312,0
389147398,0
77032232,0
356209774,0
173524112,0
93467132,0
75969500,0
446123830,0
204247658,0
213878066,0
447418366,0
91965668,0
313858480,0
136032380,0
214429970,0
38959736,0
409163404,0
96111710,0
346803814,0
97322630,0
246611468,0
49704410,0
58677662,0
102598568,0
53301662,0
57559106,0
245997590,0
172342100,0
118173008,0
420254794,0
119651462,0
268211474,0
354885724,0
327811486,0
304912108,0
271990616,0
180834998,0
277619222,0
138392624,0
35340710,0
216447866,0
115994264,0
377844892,0
68359700,0
13959242,0
185902760,0
90572888,0
170765564,0
51088862,0
180867626,0
113575928,0
115408244,0
179510138,0
373865818,0
67207694,0
139628744,0
39970868,0
424442254,0
337287700,0
47271830,0
77869688,0
147601604,0
113907662,0
191724488,0
114216530,0
287828414,0
234235028,0
167904314,0
81652676,0
186595568,0
36827288,0
27804740,0
102350768,0
141347996,0
201267140,0
64274108,0
436076584,0
166346966,0
142717298,0
159752618,0
79275512,0
361346038,0
185654606,0
427341448,0
72804020,0
277035146,0
197680964,0
98176592,0
258248270,0
269219222,0
238219064,0
148570418,0
293084612,0
154088336,0
401457118,0
166327694,0
172745702,0
126685016,0
281343428,0
213381134,0
376182856,0
230829692,0
310898848,0
52593026,0
332523814,0
281723282,0
268591694,0
352517032,0
241041050,0
49110782,0
83330222,0
110139854,0
342032158,0
327835366,0
136564994,0
144108614,0
213069842,0
154125380,0
121379180,0
46137362,0
66733826,0
152655218,0
247270142,0
166610510,0
58011320,0
317270374,0
211660082,0
115116230,0
86087198,0
129789080,0
165251786,0
230974088,0
265818776,0
243770612,0
78936842,0
298178096,0
422030380,0
271886558,0
153187190,0
195608624,0
327969892,0
164757932,0
116093420,0
251584856,0
188251850,0
229300556,0
147495710,0
349638286,0
105213512,0
139284470,0
339627724,0
181710332,0
407379172,0
115999910,0
260650538,0
48873044,0
103039604,0
59866964,0
111070298,0
99416450,0
68293730,0
